日付,始値,安値,高値,終値
1949/5/16,-,-,-,176.21 
1949/5/17,-,-,-,174.80 
1949/5/18,-,-,-,172.53 
1949/5/19,-,-,-,171.34 
1949/5/20,-,-,-,169.20 
1949/5/21,-,-,-,169.92 
1949/5/23,-,-,-,171.85 
1949/5/24,-,-,-,172.75 
1949/5/25,-,-,-,171.53 
1949/5/26,-,-,-,170.43 
1949/5/27,-,-,-,172.76 
1949/5/28,-,-,-,176.30 
1949/5/30,-,-,-,176.21 
1949/5/31,-,-,-,176.52 
1949/6/1,-,-,-,175.97 
1949/6/2,-,-,-,174.76 
1949/6/3,-,-,-,175.48 
1949/6/4,-,-,-,175.98 
1949/6/6,-,-,-,174.92 
1949/6/7,-,-,-,173.83 
1949/6/8,-,-,-,171.53 
1949/6/9,-,-,-,170.15 
1949/6/10,-,-,-,167.98 
1949/6/11,-,-,-,167.86 
1949/6/13,-,-,-,165.27 
1949/6/14,-,-,-,158.98 
1949/6/15,-,-,-,153.81 
1949/6/16,-,-,-,157.80 
1949/6/17,-,-,-,160.13 
1949/6/18,-,-,-,160.42 
1949/6/20,-,-,-,155.45 
1949/6/21,-,-,-,152.99 
1949/6/22,-,-,-,155.01 
1949/6/23,-,-,-,155.76 
1949/6/24,-,-,-,154.04 
1949/6/25,-,-,-,153.35 
1949/6/27,-,-,-,150.58 
1949/6/28,-,-,-,147.13 
1949/6/29,-,-,-,146.14 
1949/6/30,-,-,-,146.92 
1949/7/1,-,-,-,147.37 
1949/7/2,-,-,-,150.00 
1949/7/4,-,-,-,149.14 
1949/7/5,-,-,-,146.52 
1949/7/6,-,-,-,144.18 
1949/7/7,-,-,-,143.66 
1949/7/8,-,-,-,142.16 
1949/7/9,-,-,-,140.03 
1949/7/11,-,-,-,135.84 
1949/7/12,-,-,-,134.80 
1949/7/13,-,-,-,140.02 
1949/7/14,-,-,-,141.28 
1949/7/15,-,-,-,142.29 
1949/7/16,-,-,-,144.89 
1949/7/18,-,-,-,147.23 
1949/7/19,-,-,-,148.55 
1949/7/20,-,-,-,147.09 
1949/7/21,-,-,-,145.97 
1949/7/22,-,-,-,145.67 
1949/7/23,-,-,-,146.50 
1949/7/25,-,-,-,144.88 
1949/7/26,-,-,-,144.66 
1949/7/27,-,-,-,145.47 
1949/7/28,-,-,-,145.51 
1949/7/29,-,-,-,144.59 
1949/7/30,-,-,-,144.86 
1949/8/1,-,-,-,145.63 
1949/8/2,-,-,-,150.00 
1949/8/3,-,-,-,154.46 
1949/8/4,-,-,-,155.57 
1949/8/5,-,-,-,154.24 
1949/8/6,-,-,-,156.26 
1949/8/8,-,-,-,156.46 
1949/8/9,-,-,-,157.68 
1949/8/10,-,-,-,159.30 
1949/8/11,-,-,-,162.75 
1949/8/12,-,-,-,164.73 
1949/8/13,-,-,-,162.49 
1949/8/15,-,-,-,159.00 
1949/8/16,-,-,-,159.14 
1949/8/17,-,-,-,158.23 
1949/8/18,-,-,-,158.17 
1949/8/19,-,-,-,158.81 
1949/8/20,-,-,-,160.04 
1949/8/22,-,-,-,160.51 
1949/8/23,-,-,-,162.02 
1949/8/24,-,-,-,164.34 
1949/8/25,-,-,-,167.64 
1949/8/26,-,-,-,173.20 
1949/8/27,-,-,-,176.27 
1949/8/29,-,-,-,173.22 
1949/8/30,-,-,-,174.10 
1949/8/31,-,-,-,175.18 
1949/9/1,-,-,-,176.89 
1949/9/2,-,-,-,173.00 
1949/9/3,-,-,-,171.57 
1949/9/5,-,-,-,172.21 
1949/9/6,-,-,-,172.41 
1949/9/7,-,-,-,171.89 
1949/9/8,-,-,-,170.11 
1949/9/9,-,-,-,168.86 
1949/9/10,-,-,-,170.70 
1949/9/12,-,-,-,172.23 
1949/9/13,-,-,-,171.25 
1949/9/14,-,-,-,169.87 
1949/9/15,-,-,-,168.30 
1949/9/16,-,-,-,162.54 
1949/9/17,-,-,-,164.95 
1949/9/19,-,-,-,167.07 
1949/9/20,-,-,-,163.94 
1949/9/21,-,-,-,162.22 
1949/9/22,-,-,-,163.00 
1949/9/24,-,-,-,163.98 
1949/9/26,-,-,-,162.49 
1949/9/27,-,-,-,160.41 
1949/9/28,-,-,-,160.61 
1949/9/29,-,-,-,162.07 
1949/9/30,-,-,-,163.29 
1949/10/1,-,-,-,162.95 
1949/10/3,-,-,-,160.72 
1949/10/4,-,-,-,153.70 
1949/10/5,-,-,-,153.00 
1949/10/6,-,-,-,153.40 
1949/10/7,-,-,-,156.84 
1949/10/8,-,-,-,158.70 
1949/10/10,-,-,-,154.16 
1949/10/11,-,-,-,151.87 
1949/10/12,-,-,-,150.42 
1949/10/13,-,-,-,147.66 
1949/10/14,-,-,-,146.97 
1949/10/15,-,-,-,149.62 
1949/10/17,-,-,-,144.44 
1949/10/18,-,-,-,143.45 
1949/10/19,-,-,-,142.45 
1949/10/20,-,-,-,140.24 
1949/10/21,-,-,-,138.06 
1949/10/22,-,-,-,137.92 
1949/10/24,-,-,-,135.94 
1949/10/25,-,-,-,131.09 
1949/10/26,-,-,-,133.79 
1949/10/27,-,-,-,138.50 
1949/10/28,-,-,-,143.31 
1949/10/29,-,-,-,144.45 
1949/10/31,-,-,-,141.54 
1949/11/1,-,-,-,138.86 
1949/11/2,-,-,-,137.78 
1949/11/4,-,-,-,138.06 
1949/11/5,-,-,-,137.03 
1949/11/7,-,-,-,135.97 
1949/11/8,-,-,-,133.41 
1949/11/9,-,-,-,132.94 
1949/11/10,-,-,-,136.57 
1949/11/11,-,-,-,140.33 
1949/11/12,-,-,-,140.67 
1949/11/14,-,-,-,140.02 
1949/11/15,-,-,-,138.37 
1949/11/16,-,-,-,136.49 
1949/11/17,-,-,-,135.32 
1949/11/18,-,-,-,135.32 
1949/11/19,-,-,-,134.55 
1949/11/21,-,-,-,131.30 
1949/11/22,-,-,-,130.38 
1949/11/24,-,-,-,128.91 
1949/11/25,-,-,-,126.41 
1949/11/26,-,-,-,125.97 
1949/11/28,-,-,-,122.01 
1949/11/29,-,-,-,118.40 
1949/11/30,-,-,-,122.84 
1949/12/1,-,-,-,125.62 
1949/12/2,-,-,-,122.53 
1949/12/3,-,-,-,121.00 
1949/12/5,-,-,-,120.92 
1949/12/6,-,-,-,120.07 
1949/12/7,-,-,-,117.39 
1949/12/8,-,-,-,111.99 
1949/12/9,-,-,-,112.14 
1949/12/10,-,-,-,112.01 
1949/12/12,-,-,-,110.32 
1949/12/13,-,-,-,105.88 
1949/12/14,-,-,-,98.50 
1949/12/15,-,-,-,109.62 
1949/12/16,-,-,-,110.96 
1949/12/17,-,-,-,110.67 
1949/12/19,-,-,-,108.46 
1949/12/20,-,-,-,104.14 
1949/12/21,-,-,-,107.69 
1949/12/22,-,-,-,107.70 
1949/12/23,-,-,-,107.11 
1949/12/24,-,-,-,109.35 
1949/12/26,-,-,-,110.24 
1949/12/27,-,-,-,108.60 
1949/12/28,-,-,-,109.91 
1950/1/4,-,-,-,108.56 
1950/1/5,-,-,-,105.54 
1950/1/6,-,-,-,102.64 
1950/1/7,-,-,-,102.95 
1950/1/9,-,-,-,102.78 
1950/1/10,-,-,-,101.36 
1950/1/11,-,-,-,99.36 
1950/1/12,-,-,-,97.48 
1950/1/13,-,-,-,95.04 
1950/1/14,-,-,-,96.89 
1950/1/16,-,-,-,96.20 
1950/1/17,-,-,-,95.27 
1950/1/18,-,-,-,97.15 
1950/1/19,-,-,-,98.90 
1950/1/20,-,-,-,98.05 
1950/1/21,-,-,-,98.25 
1950/1/23,-,-,-,97.10 
1950/1/24,-,-,-,97.12 
1950/1/25,-,-,-,96.51 
1950/1/26,-,-,-,95.45 
1950/1/27,-,-,-,94.85 
1950/1/28,-,-,-,94.82 
1950/1/30,-,-,-,93.14 
1950/1/31,-,-,-,92.54 
1950/2/1,-,-,-,92.56 
1950/2/2,-,-,-,95.96 
1950/2/3,-,-,-,96.11 
1950/2/4,-,-,-,97.45 
1950/2/6,-,-,-,101.71 
1950/2/7,-,-,-,105.06 
1950/2/8,-,-,-,107.25 
1950/2/9,-,-,-,107.01 
1950/2/10,-,-,-,106.54 
1950/2/11,-,-,-,107.16 
1950/2/13,-,-,-,112.94 
1950/2/14,-,-,-,113.40 
1950/2/15,-,-,-,110.53 
1950/2/16,-,-,-,109.60 
1950/2/17,-,-,-,110.25 
1950/2/18,-,-,-,111.21 
1950/2/20,-,-,-,109.73 
1950/2/21,-,-,-,108.38 
1950/2/22,-,-,-,106.62 
1950/2/23,-,-,-,106.83 
1950/2/24,-,-,-,107.01 
1950/2/25,-,-,-,107.09 
1950/2/27,-,-,-,108.27 
1950/2/28,-,-,-,107.44 
1950/3/1,-,-,-,108.19 
1950/3/2,-,-,-,108.15 
1950/3/3,-,-,-,106.65 
1950/3/4,-,-,-,105.52 
1950/3/6,-,-,-,104.43 
1950/3/7,-,-,-,102.83 
1950/3/8,-,-,-,102.93 
1950/3/9,-,-,-,101.71 
1950/3/10,-,-,-,101.23 
1950/3/11,-,-,-,102.16 
1950/3/13,-,-,-,102.61 
1950/3/14,-,-,-,102.21 
1950/3/15,-,-,-,101.52 
1950/3/16,-,-,-,101.07 
1950/3/17,-,-,-,101.12 
1950/3/18,-,-,-,101.40 
1950/3/20,-,-,-,100.61 
1950/3/22,-,-,-,99.84 
1950/3/23,-,-,-,99.22 
1950/3/24,-,-,-,99.02 
1950/3/25,-,-,-,99.97 
1950/3/27,-,-,-,99.90 
1950/3/28,-,-,-,99.30 
1950/3/29,-,-,-,98.51 
1950/3/30,-,-,-,97.78 
1950/3/31,-,-,-,97.61 
1950/4/1,-,-,-,96.97 
1950/4/3,-,-,-,94.86 
1950/4/4,-,-,-,93.85 
1950/4/5,-,-,-,93.95 
1950/4/6,-,-,-,93.37 
1950/4/7,-,-,-,92.39 
1950/4/8,-,-,-,91.76 
1950/4/10,-,-,-,90.97 
1950/4/11,-,-,-,88.70 
1950/4/12,-,-,-,91.69 
1950/4/13,-,-,-,93.00 
1950/4/14,-,-,-,95.52 
1950/4/15,-,-,-,93.90 
1950/4/17,-,-,-,93.04 
1950/4/18,-,-,-,93.40 
1950/4/19,-,-,-,93.23 
1950/4/20,-,-,-,92.83 
1950/4/21,-,-,-,92.56 
1950/4/22,-,-,-,92.39 
1950/4/24,-,-,-,92.59 
1950/4/25,-,-,-,95.14 
1950/4/26,-,-,-,96.96 
1950/4/27,-,-,-,96.67 
1950/4/28,-,-,-,99.31 
1950/5/1,-,-,-,103.78 
1950/5/2,-,-,-,103.01 
1950/5/4,-,-,-,102.49 
1950/5/6,-,-,-,101.38 
1950/5/8,-,-,-,100.26 
1950/5/9,-,-,-,98.72 
1950/5/10,-,-,-,99.03 
1950/5/11,-,-,-,98.55 
1950/5/12,-,-,-,97.23 
1950/5/13,-,-,-,97.31 
1950/5/15,-,-,-,96.05 
1950/5/16,-,-,-,95.16 
1950/5/17,-,-,-,96.10 
1950/5/18,-,-,-,96.02 
1950/5/19,-,-,-,97.72 
1950/5/20,-,-,-,98.47 
1950/5/22,-,-,-,96.87 
1950/5/23,-,-,-,95.78 
1950/5/24,-,-,-,95.58 
1950/5/25,-,-,-,94.87 
1950/5/26,-,-,-,94.21 
1950/5/27,-,-,-,94.34 
1950/5/29,-,-,-,93.61 
1950/5/30,-,-,-,93.97 
1950/5/31,-,-,-,94.22 
1950/6/1,-,-,-,94.22 
1950/6/2,-,-,-,93.94 
1950/6/3,-,-,-,94.32 
1950/6/5,-,-,-,94.68 
1950/6/6,-,-,-,94.12 
1950/6/7,-,-,-,93.39 
1950/6/8,-,-,-,92.74 
1950/6/9,-,-,-,92.28 
1950/6/10,-,-,-,92.26 
1950/6/12,-,-,-,91.47 
1950/6/13,-,-,-,90.22 
1950/6/14,-,-,-,89.08 
1950/6/15,-,-,-,89.22 
1950/6/16,-,-,-,89.86 
1950/6/17,-,-,-,89.72 
1950/6/19,-,-,-,88.90 
1950/6/20,-,-,-,88.90 
1950/6/21,-,-,-,89.89 
1950/6/22,-,-,-,90.03 
1950/6/23,-,-,-,90.59 
1950/6/24,-,-,-,91.94 
1950/6/26,-,-,-,92.75 
1950/6/27,-,-,-,90.84 
1950/6/28,-,-,-,90.16 
1950/6/29,-,-,-,88.95 
1950/6/30,-,-,-,86.17 
1950/7/1,-,-,-,86.19 
1950/7/3,-,-,-,85.65 
1950/7/4,-,-,-,85.84 
1950/7/5,-,-,-,85.41 
1950/7/6,-,-,-,85.25 
1950/7/7,-,-,-,85.60 
1950/7/8,-,-,-,85.65 
1950/7/10,-,-,-,86.04 
1950/7/11,-,-,-,89.26 
1950/7/12,-,-,-,93.54 
1950/7/13,-,-,-,94.80 
1950/7/14,-,-,-,98.40 
1950/7/15,-,-,-,103.82 
1950/7/17,-,-,-,109.34 
1950/7/18,-,-,-,104.86 
1950/7/19,-,-,-,103.21 
1950/7/20,-,-,-,103.14 
1950/7/21,-,-,-,101.58 
1950/7/22,-,-,-,101.90 
1950/7/24,-,-,-,103.16 
1950/7/25,-,-,-,103.07 
1950/7/26,-,-,-,102.23 
1950/7/27,-,-,-,100.88 
1950/7/28,-,-,-,100.24 
1950/7/29,-,-,-,99.87 
1950/7/31,-,-,-,97.59 
1950/8/1,-,-,-,99.51 
1950/8/2,-,-,-,99.11 
1950/8/3,-,-,-,99.10 
1950/8/4,-,-,-,100.52 
1950/8/5,-,-,-,101.26 
1950/8/7,-,-,-,103.16 
1950/8/8,-,-,-,103.49 
1950/8/9,-,-,-,103.04 
1950/8/10,-,-,-,103.78 
1950/8/11,-,-,-,105.26 
1950/8/12,-,-,-,105.31 
1950/8/14,-,-,-,105.33 
1950/8/15,-,-,-,106.24 
1950/8/16,-,-,-,108.02 
1950/8/17,-,-,-,110.15 
1950/8/18,-,-,-,112.58 
1950/8/19,-,-,-,112.77 
1950/8/21,-,-,-,114.99 
1950/8/22,-,-,-,114.82 
1950/8/23,-,-,-,114.36 
1950/8/24,-,-,-,112.44 
1950/8/25,-,-,-,111.39 
1950/8/26,-,-,-,112.11 
1950/8/28,-,-,-,112.06 
1950/8/29,-,-,-,113.24 
1950/8/30,-,-,-,114.59 
1950/8/31,-,-,-,114.55 
1950/9/1,-,-,-,113.46 
1950/9/2,-,-,-,112.98 
1950/9/4,-,-,-,111.25 
1950/9/5,-,-,-,111.48 
1950/9/6,-,-,-,112.06 
1950/9/7,-,-,-,110.82 
1950/9/8,-,-,-,108.39 
1950/9/9,-,-,-,109.43 
1950/9/11,-,-,-,108.26 
1950/9/12,-,-,-,108.23 
1950/9/13,-,-,-,108.52 
1950/9/14,-,-,-,109.48 
1950/9/15,-,-,-,110.35 
1950/9/16,-,-,-,110.98 
1950/9/18,-,-,-,109.28 
1950/9/19,-,-,-,108.46 
1950/9/20,-,-,-,107.24 
1950/9/21,-,-,-,108.22 
1950/9/22,-,-,-,107.22 
1950/9/25,-,-,-,104.95 
1950/9/26,-,-,-,105.52 
1950/9/27,-,-,-,105.41 
1950/9/28,-,-,-,103.81 
1950/9/29,-,-,-,103.58 
1950/9/30,-,-,-,104.98 
1950/10/2,-,-,-,103.52 
1950/10/3,-,-,-,103.65 
1950/10/4,-,-,-,105.44 
1950/10/5,-,-,-,107.28 
1950/10/6,-,-,-,106.54 
1950/10/7,-,-,-,107.12 
1950/10/9,-,-,-,105.95 
1950/10/10,-,-,-,106.21 
1950/10/11,-,-,-,106.78 
1950/10/12,-,-,-,105.99 
1950/10/13,-,-,-,106.50 
1950/10/14,-,-,-,107.25 
1950/10/16,-,-,-,107.23 
1950/10/17,-,-,-,106.72 
1950/10/18,-,-,-,107.25 
1950/10/19,-,-,-,107.44 
1950/10/20,-,-,-,106.78 
1950/10/21,-,-,-,106.85 
1950/10/23,-,-,-,106.35 
1950/10/24,-,-,-,105.97 
1950/10/25,-,-,-,106.15 
1950/10/26,-,-,-,106.33 
1950/10/27,-,-,-,105.88 
1950/10/28,-,-,-,105.45 
1950/10/30,-,-,-,105.39 
1950/10/31,-,-,-,106.16 
1950/11/1,-,-,-,108.55 
1950/11/2,-,-,-,111.02 
1950/11/4,-,-,-,112.72 
1950/11/6,-,-,-,111.21 
1950/11/7,-,-,-,110.55 
1950/11/8,-,-,-,109.49 
1950/11/9,-,-,-,109.49 
1950/11/10,-,-,-,110.14 
1950/11/11,-,-,-,110.18 
1950/11/13,-,-,-,110.50 
1950/11/14,-,-,-,111.26 
1950/11/15,-,-,-,110.64 
1950/11/16,-,-,-,111.08 
1950/11/17,-,-,-,111.42 
1950/11/18,-,-,-,111.22 
1950/11/20,-,-,-,110.31 
1950/11/21,-,-,-,109.96 
1950/11/22,-,-,-,109.91 
1950/11/24,-,-,-,109.97 
1950/11/25,-,-,-,111.18 
1950/11/27,-,-,-,112.93 
1950/11/28,-,-,-,112.23 
1950/11/29,-,-,-,111.75 
1950/11/30,-,-,-,109.75 
1950/12/1,-,-,-,110.05 
1950/12/2,-,-,-,109.45 
1950/12/4,-,-,-,107.03 
1950/12/5,-,-,-,106.43 
1950/12/6,-,-,-,106.58 
1950/12/7,-,-,-,105.94 
1950/12/8,-,-,-,103.62 
1950/12/9,-,-,-,103.46 
1950/12/11,-,-,-,103.78 
1950/12/12,-,-,-,102.55 
1950/12/13,-,-,-,101.04 
1950/12/14,-,-,-,101.15 
1950/12/15,-,-,-,101.58 
1950/12/16,-,-,-,102.93 
1950/12/18,-,-,-,101.42 
1950/12/19,-,-,-,100.76 
1950/12/20,-,-,-,100.84 
1950/12/21,-,-,-,99.49 
1950/12/22,-,-,-,98.27 
1950/12/23,-,-,-,99.26 
1950/12/25,-,-,-,100.42 
1950/12/26,-,-,-,101.03 
1950/12/27,-,-,-,101.21 
1950/12/28,-,-,-,101.91 
1951/1/4,-,-,-,102.10 
1951/1/5,-,-,-,102.81 
1951/1/6,-,-,-,104.30 
1951/1/8,-,-,-,104.90 
1951/1/9,-,-,-,106.36 
1951/1/10,-,-,-,105.79 
1951/1/11,-,-,-,106.54 
1951/1/12,-,-,-,108.76 
1951/1/13,-,-,-,109.98 
1951/1/16,-,-,-,109.29 
1951/1/17,-,-,-,108.80 
1951/1/18,-,-,-,109.23 
1951/1/19,-,-,-,108.86 
1951/1/20,-,-,-,108.54 
1951/1/22,-,-,-,108.22 
1951/1/23,-,-,-,110.13 
1951/1/24,-,-,-,110.47 
1951/1/25,-,-,-,111.08 
1951/1/26,-,-,-,110.36 
1951/1/27,-,-,-,109.97 
1951/1/29,-,-,-,110.56 
1951/1/30,-,-,-,112.59 
1951/1/31,-,-,-,115.43 
1951/2/1,-,-,-,115.00 
1951/2/2,-,-,-,117.01 
1951/2/3,-,-,-,118.59 
1951/2/5,-,-,-,119.43 
1951/2/6,-,-,-,119.24 
1951/2/7,-,-,-,120.47 
1951/2/8,-,-,-,120.10 
1951/2/9,-,-,-,118.23 
1951/2/10,-,-,-,117.81 
1951/2/12,-,-,-,119.10 
1951/2/13,-,-,-,119.49 
1951/2/14,-,-,-,118.31 
1951/2/16,-,-,-,118.24 
1951/2/17,-,-,-,118.80 
1951/2/19,-,-,-,119.80 
1951/2/20,-,-,-,119.56 
1951/2/21,-,-,-,119.15 
1951/2/22,-,-,-,119.86 
1951/2/23,-,-,-,121.88 
1951/2/24,-,-,-,122.09 
1951/2/26,-,-,-,120.75 
1951/2/27,-,-,-,120.90 
1951/2/28,-,-,-,121.84 
1951/3/1,-,-,-,122.71 
1951/3/2,-,-,-,123.93 
1951/3/3,-,-,-,125.36 
1951/3/5,-,-,-,127.89 
1951/3/6,-,-,-,126.89 
1951/3/7,-,-,-,128.90 
1951/3/8,-,-,-,130.55 
1951/3/9,-,-,-,129.90 
1951/3/10,-,-,-,130.05 
1951/3/12,-,-,-,130.14 
1951/3/13,-,-,-,131.67 
1951/3/14,-,-,-,132.50 
1951/3/15,-,-,-,132.91 
1951/3/16,-,-,-,132.97 
1951/3/17,-,-,-,132.64 
1951/3/19,-,-,-,129.75 
1951/3/20,-,-,-,127.81 
1951/3/22,-,-,-,125.72 
1951/3/23,-,-,-,125.95 
1951/3/24,-,-,-,126.46 
1951/3/26,-,-,-,125.44 
1951/3/27,-,-,-,125.07 
1951/3/28,-,-,-,125.76 
1951/3/29,-,-,-,123.10 
1951/3/30,-,-,-,123.32 
1951/3/31,-,-,-,124.53 
1951/4/2,-,-,-,124.87 
1951/4/3,-,-,-,123.78 
1951/4/4,-,-,-,122.75 
1951/4/5,-,-,-,122.00 
1951/4/6,-,-,-,122.10 
1951/4/7,-,-,-,121.76 
1951/4/9,-,-,-,121.64 
1951/4/10,-,-,-,122.16 
1951/4/11,-,-,-,122.07 
1951/4/12,-,-,-,119.40 
1951/4/13,-,-,-,117.54 
1951/4/14,-,-,-,118.88 
1951/4/16,-,-,-,119.03 
1951/4/17,-,-,-,119.22 
1951/4/18,-,-,-,121.02 
1951/4/19,-,-,-,122.87 
1951/4/20,-,-,-,121.94 
1951/4/21,-,-,-,121.88 
1951/4/23,-,-,-,121.00 
1951/4/24,-,-,-,122.41 
1951/4/25,-,-,-,123.02 
1951/4/26,-,-,-,122.81 
1951/4/27,-,-,-,121.50 
1951/4/28,-,-,-,121.35 
1951/4/30,-,-,-,120.82 
1951/5/1,-,-,-,121.11 
1951/5/2,-,-,-,122.71 
1951/5/4,-,-,-,123.20 
1951/5/7,-,-,-,123.71 
1951/5/8,-,-,-,124.54 
1951/5/9,-,-,-,124.49 
1951/5/10,-,-,-,124.17 
1951/5/11,-,-,-,123.67 
1951/5/12,-,-,-,123.76 
1951/5/14,-,-,-,123.63 
1951/5/15,-,-,-,123.19 
1951/5/16,-,-,-,123.73 
1951/5/17,-,-,-,123.98 
1951/5/18,-,-,-,124.66 
1951/5/19,-,-,-,124.90 
1951/5/21,-,-,-,125.95 
1951/5/22,-,-,-,126.32 
1951/5/23,-,-,-,126.22 
1951/5/24,-,-,-,125.11 
1951/5/25,-,-,-,125.40 
1951/5/26,-,-,-,126.17 
1951/5/28,-,-,-,126.08 
1951/5/29,-,-,-,125.53 
1951/5/30,-,-,-,125.71 
1951/5/31,-,-,-,127.23 
1951/6/1,-,-,-,127.32 
1951/6/2,-,-,-,127.61 
1951/6/4,-,-,-,129.34 
1951/6/5,-,-,-,132.47 
1951/6/6,-,-,-,132.08 
1951/6/7,-,-,-,131.46 
1951/6/8,-,-,-,132.55 
1951/6/9,-,-,-,133.73 
1951/6/11,-,-,-,135.14 
1951/6/12,-,-,-,134.95 
1951/6/13,-,-,-,135.71 
1951/6/14,-,-,-,136.29 
1951/6/15,-,-,-,136.42 
1951/6/16,-,-,-,135.64 
1951/6/18,-,-,-,134.13 
1951/6/19,-,-,-,132.36 
1951/6/20,-,-,-,132.86 
1951/6/21,-,-,-,133.14 
1951/6/22,-,-,-,133.65 
1951/6/23,-,-,-,134.03 
1951/6/25,-,-,-,132.73 
1951/6/26,-,-,-,131.45 
1951/6/27,-,-,-,130.30 
1951/6/28,-,-,-,130.59 
1951/6/29,-,-,-,130.73 
1951/6/30,-,-,-,130.49 
1951/7/2,-,-,-,126.22 
1951/7/3,-,-,-,124.48 
1951/7/4,-,-,-,127.93 
1951/7/5,-,-,-,128.50 
1951/7/6,-,-,-,127.94 
1951/7/7,-,-,-,127.87 
1951/7/9,-,-,-,127.52 
1951/7/10,-,-,-,127.20 
1951/7/11,-,-,-,128.00 
1951/7/12,-,-,-,127.70 
1951/7/13,-,-,-,128.33 
1951/7/14,-,-,-,129.03 
1951/7/16,-,-,-,129.91 
1951/7/17,-,-,-,130.63 
1951/7/18,-,-,-,132.46 
1951/7/19,-,-,-,133.23 
1951/7/20,-,-,-,132.91 
1951/7/21,-,-,-,132.56 
1951/7/23,-,-,-,132.29 
1951/7/24,-,-,-,132.08 
1951/7/25,-,-,-,132.99 
1951/7/26,-,-,-,132.98 
1951/7/27,-,-,-,133.01 
1951/7/28,-,-,-,133.64 
1951/7/30,-,-,-,134.25 
1951/7/31,-,-,-,135.89 
1951/8/1,-,-,-,136.23 
1951/8/2,-,-,-,137.72 
1951/8/3,-,-,-,139.44 
1951/8/4,-,-,-,139.89 
1951/8/6,-,-,-,140.69 
1951/8/7,-,-,-,138.34 
1951/8/8,-,-,-,137.76 
1951/8/9,-,-,-,137.75 
1951/8/10,-,-,-,137.14 
1951/8/11,-,-,-,137.81 
1951/8/13,-,-,-,137.85 
1951/8/14,-,-,-,137.45 
1951/8/15,-,-,-,137.21 
1951/8/16,-,-,-,137.09 
1951/8/17,-,-,-,137.38 
1951/8/18,-,-,-,137.54 
1951/8/20,-,-,-,137.46 
1951/8/21,-,-,-,138.04 
1951/8/22,-,-,-,139.31 
1951/8/23,-,-,-,140.81 
1951/8/24,-,-,-,140.14 
1951/8/25,-,-,-,140.61 
1951/8/27,-,-,-,142.82 
1951/8/28,-,-,-,143.29 
1951/8/29,-,-,-,143.14 
1951/8/30,-,-,-,144.04 
1951/8/31,-,-,-,145.30 
1951/9/1,-,-,-,145.93 
1951/9/3,-,-,-,146.42 
1951/9/4,-,-,-,144.68 
1951/9/5,-,-,-,144.46 
1951/9/6,-,-,-,144.60 
1951/9/7,-,-,-,145.49 
1951/9/8,-,-,-,145.83 
1951/9/10,-,-,-,145.99 
1951/9/11,-,-,-,146.15 
1951/9/12,-,-,-,146.39 
1951/9/13,-,-,-,146.08 
1951/9/14,-,-,-,146.72 
1951/9/15,-,-,-,146.80 
1951/9/17,-,-,-,145.43 
1951/9/18,-,-,-,143.61 
1951/9/19,-,-,-,144.33 
1951/9/20,-,-,-,145.56 
1951/9/21,-,-,-,146.37 
1951/9/22,-,-,-,147.67 
1951/9/25,-,-,-,153.06 
1951/9/26,-,-,-,152.70 
1951/9/27,-,-,-,151.69 
1951/9/28,-,-,-,153.00 
1951/9/29,-,-,-,154.27 
1951/10/1,-,-,-,154.07 
1951/10/2,-,-,-,154.70 
1951/10/3,-,-,-,157.87 
1951/10/4,-,-,-,161.12 
1951/10/5,-,-,-,162.73 
1951/10/6,-,-,-,162.12 
1951/10/8,-,-,-,157.27 
1951/10/9,-,-,-,157.23 
1951/10/10,-,-,-,159.89 
1951/10/11,-,-,-,159.23 
1951/10/12,-,-,-,159.25 
1951/10/13,-,-,-,159.55 
1951/10/15,-,-,-,160.96 
1951/10/16,-,-,-,161.04 
1951/10/17,-,-,-,162.90 
1951/10/18,-,-,-,162.13 
1951/10/19,-,-,-,164.25 
1951/10/20,-,-,-,164.89 
1951/10/22,-,-,-,165.71 
1951/10/23,-,-,-,164.87 
1951/10/24,-,-,-,165.45 
1951/10/25,-,-,-,168.63 
1951/10/26,-,-,-,168.87 
1951/10/27,-,-,-,170.32 
1951/10/29,-,-,-,165.63 
1951/10/30,-,-,-,164.80 
1951/10/31,-,-,-,165.09 
1951/11/1,-,-,-,165.17 
1951/11/2,-,-,-,163.07 
1951/11/5,-,-,-,160.06 
1951/11/6,-,-,-,159.68 
1951/11/7,-,-,-,159.67 
1951/11/8,-,-,-,159.19 
1951/11/9,-,-,-,161.47 
1951/11/10,-,-,-,162.42 
1951/11/12,-,-,-,162.23 
1951/11/13,-,-,-,162.92 
1951/11/14,-,-,-,162.79 
1951/11/15,-,-,-,162.08 
1951/11/16,-,-,-,162.37 
1951/11/17,-,-,-,162.33 
1951/11/19,-,-,-,161.64 
1951/11/20,-,-,-,159.45 
1951/11/21,-,-,-,157.26 
1951/11/22,-,-,-,155.69 
1951/11/24,-,-,-,153.77 
1951/11/26,-,-,-,153.59 
1951/11/27,-,-,-,156.04 
1951/11/28,-,-,-,155.48 
1951/11/29,-,-,-,156.35 
1951/11/30,-,-,-,157.35 
1951/12/1,-,-,-,159.29 
1951/12/3,-,-,-,159.93 
1951/12/4,-,-,-,159.29 
1951/12/5,-,-,-,159.45 
1951/12/6,-,-,-,159.38 
1951/12/7,-,-,-,160.07 
1951/12/8,-,-,-,160.88 
